Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Survey Type
Exemption,Non-Medical Exemption,States,North Carolina,2011-12,0.7,128854,,Census
Exemption,Non-Medical Exemption,States,North Dakota,2011-12,1,8412,,Convenient 
Exemption,Non-Medical Exemption,States,Ohio,2011-12,1.3,146144,,Convenient 
Exemption,Non-Medical Exemption,States,Oklahoma,2011-12,1,52987,,Census
Exemption,Non-Medical Exemption,States,Oregon,2011-12,5.8,45855,,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2011-12,1.4,148042,,Census
Exemption,Non-Medical Exemption,National,United States,2011-12,1.4,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2011-12,0.7,12552,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,South Carolina,2011-12,1,59307,,1-stage Cluster Sample
Exemption,Non-Medical Exemption,States,South Dakota,2011-12,1,12127,,Census
Exemption,Non-Medical Exemption,States,Tennessee,2011-12,0.5,83950,,Census
Exemption,Non-Medical Exemption,States,Texas,2011-12,1,388178,,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2011-12,1,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2011-12,3.6,53800,,Census
Exemption,Non-Medical Exemption,States,Vermont,2011-12,5.4,6548,,Census
Exemption,Non-Medical Exemption,States,Virginia,2011-12,0.8,101121,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Washington,2011-12,4.2,85134,,Voluntary Response
Exemption,Non-Medical Exemption,States,West Virginia,2011-12,NA,22449,,Convenient 
Exemption,Non-Medical Exemption,States,Wisconsin,2011-12,4.1,70672,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Wyoming,2011-12,NA,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2012-13,0.6,72929,,Census
Exemption,Non-Medical Exemption,States,Alaska,2012-13,4,10319,,Census
Exemption,Non-Medical Exemption,States,Arizona,2012-13,3.9,90054,,Census
Exemption,Non-Medical Exemption,States,Arkansas,2012-13,1,43212,,Census
Exemption,Non-Medical Exemption,States,California,2012-13,2.8,535523,,Census
Exemption,Non-Medical Exemption,States,Colorado,2012-13,4,70657,,Simple Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2012-13,1.4,41604,,Census
Exemption,Non-Medical Exemption,States,Delaware,2012-13,0.5,11997,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,District of Columbia,2012-13,0.3,7842,,Census
Exemption,Non-Medical Exemption,States,Florida,2012-13,1.4,234628,,Census
Exemption,Non-Medical Exemption,States,Georgia,2012-13,2.2,142732,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Hawaii,2012-13,2.2,20104,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Idaho,2012-13,5.5,23888,,Census
Exemption,Non-Medical Exemption,States,Illinois,2012-13,4.8,166884,,Census
Exemption,Non-Medical Exemption,States,Indiana,2012-13,0.9,86983,,Voluntary Response
Exemption,Non-Medical Exemption,States,Iowa,2012-13,1.2,41701,,Census
Exemption,Non-Medical Exemption,States,Kansas,2012-13,0.9,40738,,Census
Exemption,Non-Medical Exemption,States,Kentucky,2012-13,0.5,58466,,Census
Exemption,Non-Medical Exemption,States,Louisiana,2012-13,0.5,68874,,Census
Exemption,Non-Medical Exemption,States,Maine,2012-13,3.9,14313,,Census
Exemption,Non-Medical Exemption,States,Maryland,2012-13,0.7,75007,,Voluntary Response
Exemption,Non-Medical Exemption,States,Massachusetts,2012-13,1.1,79661,,Census
Exemption,Non-Medical Exemption,States,Michigan,2012-13,5.3,124662,,Census
Exemption,Non-Medical Exemption,States,Minnesota,2012-13,1.6,73310,,Census
Exemption,Non-Medical Exemption,States,Mississippi,2012-13,NA,46595,,Census
Exemption,Non-Medical Exemption,States,Missouri,2012-13,1.5,78416,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Montana,2012-13,3,12516,,Census
Exemption,Non-Medical Exemption,States,Nebraska,2012-13,1.1,24999,,Census
Exemption,Non-Medical Exemption,States,Nevada,2012-13,1.8,36070,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Hampshire,2012-13,2.3,12943,,Census
Exemption,Non-Medical Exemption,States,New Jersey,2012-13,1.2,122516,,Census
Exemption,Non-Medical Exemption,States,New Mexico,2012-13,0.2,29279,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New York,2012-13,0.6,239484,,Census
Exemption,Non-Medical Exemption,States,North Carolina,2012-13,0.7,130612,,Census
Exemption,Non-Medical Exemption,States,North Dakota,2012-13,1.8,9503,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Ohio,2012-13,1.6,163687,,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2012-13,1.2,56943,,Census
Exemption,Non-Medical Exemption,States,Oregon,2012-13,6.4,47102,,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2012-13,1.5,151364,,Census
Exemption,Non-Medical Exemption,National,United States,2012-13,1.7,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2012-13,0.8,12552,,Voluntary Response
Exemption,Non-Medical Exemption,States,South Carolina,2012-13,NA,61799,,Not conducted
Exemption,Non-Medical Exemption,States,South Dakota,2012-13,1.5,12468,,Census
Exemption,Non-Medical Exemption,States,Tennessee,2012-13,1.1,85801,,Census
Exemption,Non-Medical Exemption,States,Texas,2012-13,1.2,414688,,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2012-13,1.5,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2012-13,3.7,54605,,Census
Exemption,Non-Medical Exemption,States,Vermont,2012-13,5.7,6792,,Census
Exemption,Non-Medical Exemption,States,Virginia,2012-13,0.4,104826,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Washington,2012-13,3.5,87773,,Census
Exemption,Non-Medical Exemption,States,West Virginia,2012-13,NA,22588,,Voluntary Response
Exemption,Non-Medical Exemption,States,Wisconsin,2012-13,4,72416,,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Wyoming,2012-13,1.9,8133,,Census
Exemption,Non-Medical Exemption,States,Alabama,2013-14,0.6,76927,,Census
Exemption,Non-Medical Exemption,States,Alaska,2013-14,4.1,10222,,Census
Exemption,Non-Medical Exemption,States,Arizona,2013-14,4.7,89606,,Census
Exemption,Non-Medical Exemption,States,Arkansas,2013-14,1.1,42649,,Census
Exemption,Non-Medical Exemption,States,California,2013-14,3.1,548606,,Census
Exemption,Non-Medical Exemption,States,Colorado,2013-14,4.6,69904,,Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2013-14,1.6,40978,,Census
Exemption,Non-Medical Exemption,States,Delaware,2013-14,0.7,11997,,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,District of Columbia,2013-14,0.4,7856,,Census
Exemption,Non-Medical Exemption,States,Florida,2013-14,1.7,233797,,Census
Exemption,Non-Medical Exemption,States,Georgia,2013-14,1.7,143988,,Census
Exemption,Non-Medical Exemption,States,Hawaii,2013-14,3.2,20056,,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Idaho,2013-14,6.1,23934,,Census
Exemption,Non-Medical Exemption,States,Illinois,2013-14,1,163316,,Census
Exemption,Non-Medical Exemption,States,Indiana,2013-14,0.8,87193,,Voluntary response
Exemption,Non-Medical Exemption,States,Iowa,2013-14,1.2,43728,,Census
Exemption,Non-Medical Exemption,States,Kansas,2013-14,1.9,41107,,Census
Exemption,Non-Medical Exemption,States,Kentucky,2013-14,0.6,57857,,Census
Exemption,Non-Medical Exemption,States,Louisiana,2013-14,0.7,63976,,Census
Exemption,Non-Medical Exemption,States,Maine,2013-14,5.2,15441,,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2013-14,0.7,75659,,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2013-14,1.1,79894,,Census
Exemption,Non-Medical Exemption,States,Michigan,2013-14,5.4,120297,,Census
Exemption,Non-Medical Exemption,States,Minnesota,2013-14,1.7,72087,,Census
Exemption,Non-Medical Exemption,States,Mississippi,2013-14,NA,45719,,Census
Exemption,Non-Medical Exemption,States,Missouri,2013-14,1.6,78140,,Census
Exemption,Non-Medical Exemption,States,Montana,2013-14,3.3,12855,,Census
Exemption,Non-Medical Exemption,States,Nebraska,2013-14,1.1,27000,,Census
Exemption,Non-Medical Exemption,States,Nevada,2013-14,2,35782,,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,New Hampshire,2013-14,2.5,13240,,Census
Exemption,Non-Medical Exemption,States,New Jersey,2013-14,1.4,123085,,Census
Exemption,Non-Medical Exemption,States,New Mexico,2013-14,0.9,30725,,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,New York,2013-14,0.6,240318,,Census
Exemption,Non-Medical Exemption,States,North Carolina,2013-14,0.9,126084,,Census
Exemption,Non-Medical Exemption,States,North Dakota,2013-14,2.3,9780,,Census (Public); Stratified  2-stage cluster sample(Private)
Exemption,Non-Medical Exemption,States,Ohio,2013-14,1.8,150000,,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2013-14,1.4,57377,,Voluntary response
Exemption,Non-Medical Exemption,States,Oregon,2013-14,7,47649,,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2013-14,1.7,151253,,Census
Exemption,Non-Medical Exemption,National,United States,2013-14,2,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2013-14,0.7,11521,,Census
Exemption,Non-Medical Exemption,States,South Carolina,2013-14,1.2,61661,,1-stage stratified sample
Exemption,Non-Medical Exemption,States,South Dakota,2013-14,1.6,12566,,Census
Exemption,Non-Medical Exemption,States,Tennessee,2013-14,1,80212,,Census
Exemption,Non-Medical Exemption,States,Texas,2013-14,1.4,409255,,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2013-14,1.6,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2013-14,4.2,54779,,Census
Exemption,Non-Medical Exemption,States,Vermont,2013-14,6.1,6771,,Census
Exemption,Non-Medical Exemption,States,Virginia,2013-14,0.4,105692,,2-stage cluster  sample
Exemption,Non-Medical Exemption,States,Washington,2013-14,3.6,89165,,Voluntary response
Exemption,Non-Medical Exemption,States,West Virginia,2013-14,NA,22814,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2013-14,4.8,71363,,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,Wyoming,2013-14,NA,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2014-15,0.7,59660,,Census
Exemption,Non-Medical Exemption,States,Alaska,2014-15,4.5,10129,,Census
Exemption,Non-Medical Exemption,States,Arizona,2014-15,4.6,86153,,Census
Exemption,Non-Medical Exemption,States,Arkansas,2014-15,1.2,41252,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,California,2014-15,2.5,552583,,Census
Exemption,Non-Medical Exemption,States,Colorado,2014-15,5.4,70597,,Simple random sample
Exemption,Non-Medical Exemption,States,Connecticut,2014-15,1.6,39948,,Census
Exemption,Non-Medical Exemption,States,Delaware,2014-15,0.9,11476,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,District of Columbia,2014-15,0.5,7840,,Census
Exemption,Non-Medical Exemption,States,Florida,2014-15,1.8,228982,,Census
Exemption,Non-Medical Exemption,States,Georgia,2014-15,2,139471,,Census
Exemption,Non-Medical Exemption,States,Hawaii,2014-15,3.3,20085,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Idaho,2014-15,6.2,22968,,Census
Exemption,Non-Medical Exemption,States,Illinois,2014-15,1.1,156942,,Census
Exemption,Non-Medical Exemption,States,Indiana,2014-15,0.8,85477,,Voluntary response
Exemption,Non-Medical Exemption,States,Iowa,2014-15,1.4,43239,,Census
Exemption,Non-Medical Exemption,States,Kansas,2014-15,1.1,39685,,Census
Exemption,Non-Medical Exemption,States,Kentucky,2014-15,0.7,57884,,Census
Exemption,Non-Medical Exemption,States,Louisiana,2014-15,0.6,60377,,Census
Exemption,Non-Medical Exemption,States,Maine,2014-15,3.9,13704,,Voluntary response (public); Census (private)
Exemption,Non-Medical Exemption,States,Maryland,2014-15,0.8,75391,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Massachusetts,2014-15,1.1,74869,,Census
Exemption,Non-Medical Exemption,States,Michigan,2014-15,5,117963,,Census
Exemption,Non-Medical Exemption,States,Minnesota,2014-15,2.8,70896,,Census
Exemption,Non-Medical Exemption,States,Mississippi,2014-15,NA,44129,,Census
Exemption,Non-Medical Exemption,States,Missouri,2014-15,1.8,75900,,Census
Exemption,Non-Medical Exemption,States,Montana,2014-15,3.6,12501,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Nebraska,2014-15,1.1,26665,,Census
Exemption,Non-Medical Exemption,States,Nevada,2014-15,1.1,36755,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,New Hampshire,2014-15,2.7,12422,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,New Jersey,2014-15,1.6,120471,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,New Mexico,2014-15,1.2,29918,,Census
Exemption,Non-Medical Exemption,States,New York,2014-15,0.7,237045,,Census
Exemption,Non-Medical Exemption,States,North Carolina,2014-15,0.9,129792,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,North Dakota,2014-15,2.4,10017,,Census
Exemption,Non-Medical Exemption,States,Ohio,2014-15,1.8,149080,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2014-15,1.4,56967,,Census
Exemption,Non-Medical Exemption,States,Oregon,2014-15,5.8,46229,,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2014-15,1.8,146378,,Census
Exemption,Non-Medical Exemption,National,United States,2014-15,2,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2014-15,0.9,11163,,Census
Exemption,Non-Medical Exemption,States,South Carolina,2014-15,1,62864,,Stratified 1-stage cluster sample
Exemption,Non-Medical Exemption,States,South Dakota,2014-15,1.5,12008,,Census
Exemption,Non-Medical Exemption,States,Tennessee,2014-15,0.9,78276,,Census
Exemption,Non-Medical Exemption,States,Texas,2014-15,1.3,406099,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,National,U.S. Median,2014-15,1.6,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2014-15,4.1,50916,,Census
Exemption,Non-Medical Exemption,States,Vermont,2014-15,5.9,6277,,Census
Exemption,Non-Medical Exemption,States,Virginia,2014-15,0.8,103821,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Washington,2014-15,3.5,88809,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,West Virginia,2014-15,NA,22016,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2014-15,4.9,69335,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Wyoming,2014-15,2.2,7983,,Census
Exemption,Non-Medical Exemption,States,Alabama,2015-16,0.7,60392,,Census
Exemption,Non-Medical Exemption,States,Alaska,2015-16,4.7,9937,,Census
Exemption,Non-Medical Exemption,States,Arizona,2015-16,4.5,83088,,Census
Exemption,Non-Medical Exemption,States,Arkansas,2015-16,1.2,40258,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,California,2015-16,2.4,593788,,Census
Exemption,Non-Medical Exemption,States,Colorado,2015-16,4.3,69137,,Simple random sample
Exemption,Non-Medical Exemption,States,Connecticut,2015-16,1.7,39533,,Census
Exemption,Non-Medical Exemption,States,Delaware,2015-16,1.1,11589,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,District of Columbia,2015-16,0.4,8080,,Census
Exemption,Non-Medical Exemption,States,Florida,2015-16,1.9,224430,,Census
Exemption,Non-Medical Exemption,States,Georgia,2015-16,1.8,131403,,Census
Exemption,Non-Medical Exemption,States,Hawaii,2015-16,2.5,16325,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Idaho,2015-16,5.8,22686,,Census
Exemption,Non-Medical Exemption,States,Illinois,2015-16,1.1,151309,,Census
Exemption,Non-Medical Exemption,States,Indiana,2015-16,1.1,83525,,Voluntary response
Exemption,Non-Medical Exemption,States,Iowa,2015-16,1.5,41215,,Census
Exemption,Non-Medical Exemption,States,Kansas,2015-16,1.4,39555,,Census
Exemption,Non-Medical Exemption,States,Kentucky,2015-16,0.7,54353,,Census
Exemption,Non-Medical Exemption,States,Louisiana,2015-16,0.6,59159,,Census
Exemption,Non-Medical Exemption,States,Maine,2015-16,4,13526,,Census
Exemption,Non-Medical Exemption,States,Maryland,2015-16,0.8,72012,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Massachusetts,2015-16,1,72897,,Census
Exemption,Non-Medical Exemption,States,Michigan,2015-16,3.4,116299,,Census
Exemption,Non-Medical Exemption,States,Minnesota,2015-16,3.1,69710,,Census
Exemption,Non-Medical Exemption,States,Mississippi,2015-16,NA,41042,,Census
Exemption,Non-Medical Exemption,States,Missouri,2015-16,1.7,74413,,Census
Exemption,Non-Medical Exemption,States,Montana,2015-16,3.4,11484,,Census
Exemption,Non-Medical Exemption,States,Nebraska,2015-16,1.4,30409,,Census
Exemption,Non-Medical Exemption,States,Nevada,2015-16,1.9,37118,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,New Hampshire,2015-16,2.4,11852,,Census
Exemption,Non-Medical Exemption,States,New Jersey,2015-16,1.6,110116,,Census
Exemption,Non-Medical Exemption,States,New Mexico,2015-16,1.2,29049,,Census
Exemption,Non-Medical Exemption,States,New York,2015-16,0.7,232521,,Census
Exemption,Non-Medical Exemption,States,North Carolina,2015-16,1,128290,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,North Dakota,2015-16,3,9875,,Census
Exemption,Non-Medical Exemption,States,Ohio,2015-16,2,144604,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2015-16,1.5,54335,,Census
Exemption,Non-Medical Exemption,States,Oregon,2015-16,6.2,45531,,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2015-16,1.8,143298,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,National,United States,2015-16,1.9,,,NaN
Exemption,Non-Medical Exemption,States,Rhode Island,2015-16,0.9,11165,,Census
Exemption,Non-Medical Exemption,States,South Carolina,2015-16,1.6,59240,,Stratified 1-stage cluster sample
Exemption,Non-Medical Exemption,States,South Dakota,2015-16,1.4,12181,,Census
Exemption,Non-Medical Exemption,States,Tennessee,2015-16,0.9,79233,,Census
Exemption,Non-Medical Exemption,States,Texas,2015-16,1.4,394801,,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,National,U.S. Median,2015-16,1.7,,,NaN
Exemption,Non-Medical Exemption,States,Utah,2015-16,4.4,50114,,Census
Exemption,Non-Medical Exemption,States,Vermont,2015-16,5.5,6366,,Census
Exemption,Non-Medical Exemption,States,Virginia,2015-16,0.9,100074,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Washington,2015-16,3.6,86492,,Census
Exemption,Non-Medical Exemption,States,West Virginia,2015-16,NA,21333,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2015-16,2.9,70220,,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Wyoming,2015-16,2.2,7825,,Voluntary response
Exemption,Non-Medical Exemption,States,Alabama,2016-17,0.6,58394,,Census
Exemption,Non-Medical Exemption,States,Alaska,2016-17,5.2,9815,,Census
Exemption,Non-Medical Exemption,States,Arizona,2016-17,4.9,83627,,Census
