Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),Population Size
Pneumococcal,States,Colorado,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.6,128
Pneumococcal,States,Connecticut,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75,44
Pneumococcal,States,Delaware,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",69.2,13
Pneumococcal,States,District of Columbia,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",,
Pneumococcal,States,Florida,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",51.9,160
Pneumococcal,States,Georgia,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.9,38
Pneumococcal,States,Hawaii,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",44.4,9
Pneumococcal,States,Idaho,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66.7,120
Pneumococcal,States,Illinois,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70.6,126
Pneumococcal,States,Indiana,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.6,53
Pneumococcal,States,Iowa,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.1,55
Pneumococcal,States,Kansas,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.8,74
Pneumococcal,States,Kentucky,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.5,19
Pneumococcal,States,Louisiana,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.9,33
Pneumococcal,States,Maine,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.8,26
Pneumococcal,States,Maryland,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.9,70
Pneumococcal,States,Massachusetts,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.3,64
Pneumococcal,States,Michigan,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84,206
Pneumococcal,States,Minnesota,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.2,501
Pneumococcal,States,Mississippi,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",90.9,44
Pneumococcal,States,Missouri,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.9,89
Pneumococcal,States,Montana,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.1,439
Pneumococcal,States,Nebraska,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.4,119
Pneumococcal,States,Nevada,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71.1,90
Pneumococcal,States,New Hampshire,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",,
Pneumococcal,States,New Jersey,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75,96
Pneumococcal,States,New Mexico,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.3,1082
Pneumococcal,States,New York,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.3,524
Pneumococcal,States,North Carolina,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.8,573
Pneumococcal,States,North Dakota,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89,255
Pneumococcal,States,Ohio,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.6,86
Pneumococcal,States,Oklahoma,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.2,1296
Pneumococcal,States,Oregon,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.8,124
Pneumococcal,States,Pennsylvania,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78,100
Pneumococcal,HHS Regions/National,United States,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.2,11543
Pneumococcal,HHS Regions/National,Region 1,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 2,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 3,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 4,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 5,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 6,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 7,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 8,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 9,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Rhode Island,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",90,30
Pneumococcal,States,South Carolina,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.3,16
Pneumococcal,States,South Dakota,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.2,508
Pneumococcal,States,Tennessee,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70.4,27
Pneumococcal,States,Texas,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.2,164
Pneumococcal,HHS Regions/National,Region 10,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Utah,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.6,152
Pneumococcal,States,Vermont,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",,
Pneumococcal,States,Virginia,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.3,48
Pneumococcal,States,Washington,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.4,431
Pneumococcal,States,West Virginia,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",,
Pneumococcal,States,Wisconsin,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.1,358
Pneumococcal,States,Wyoming,2012,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",91.3,80
Pneumococcal,States,Alabama,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",64.5,31
Pneumococcal,States,Alaska,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",91.5,247
Pneumococcal,States,Arizona,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.8,2132
Pneumococcal,States,Arkansas,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.3,28
Pneumococcal,States,California,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70.2,801
Pneumococcal,States,Colorado,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.6,161
Pneumococcal,States,Connecticut,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,50
Pneumococcal,States,Delaware,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80,15
Pneumococcal,States,District of Columbia,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",50,8
Pneumococcal,States,Florida,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",54.9,142
Pneumococcal,States,Georgia,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",63,46
Pneumococcal,States,Hawaii,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",100,9
Pneumococcal,States,Idaho,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71,124
Pneumococcal,States,Illinois,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",69.9,113
Pneumococcal,States,Indiana,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66,50
Pneumococcal,States,Iowa,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",88.5,52
Pneumococcal,States,Kansas,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.5,89
Pneumococcal,States,Kentucky,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",68.8,16
Pneumococcal,States,Louisiana,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.1,35
Pneumococcal,States,Maine,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.6,28
Pneumococcal,States,Maryland,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",65.8,73
Pneumococcal,States,Massachusetts,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.7,55
Pneumococcal,States,Michigan,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.9,217
Pneumococcal,States,Minnesota,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.8,501
Pneumococcal,States,Mississippi,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.7,60
Pneumococcal,States,Missouri,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.1,79
Pneumococcal,States,Montana,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87,478
Pneumococcal,States,Nebraska,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.7,126
Pneumococcal,States,Nevada,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.7,99
Pneumococcal,States,New Hampshire,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",100,6
Pneumococcal,States,New Jersey,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79,100
Pneumococcal,States,New Mexico,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.8,1151
Pneumococcal,States,New York,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",72.4,588
Pneumococcal,States,North Carolina,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",76.3,574
Pneumococcal,States,North Dakota,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",87.1,209
Pneumococcal,States,Ohio,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",71.4,84
Pneumococcal,States,Oklahoma,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",83.9,1345
Pneumococcal,States,Oregon,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",68.9,151
Pneumococcal,States,Pennsylvania,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.5,78
Pneumococcal,HHS Regions/National,United States,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.4,12053
Pneumococcal,HHS Regions/National,Region 1,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 2,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 3,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 4,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 5,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 6,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 7,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 8,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,HHS Regions/National,Region 9,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Rhode Island,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",85.2,27
Pneumococcal,States,South Carolina,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",68.4,19
Pneumococcal,States,South Dakota,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.1,513
Pneumococcal,States,Tennessee,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.4,22
Pneumococcal,States,Texas,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",69.1,204
Pneumococcal,HHS Regions/National,Region 10,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",NA,
Pneumococcal,States,Utah,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",80.1,166
Pneumococcal,States,Vermont,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",44.4,9
Pneumococcal,States,Virginia,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.8,45
Pneumococcal,States,Washington,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",79.7,467
Pneumococcal,States,West Virginia,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",100,6
Pneumococcal,States,Wisconsin,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.4,358
Pneumococcal,States,Wyoming,2013,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",93.9,66
Pneumococcal,States,Alabama,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.7,38
Pneumococcal,States,Alaska,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",92,237
Pneumococcal,States,Arizona,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",76.1,2263
Pneumococcal,States,Arkansas,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.4,37
Pneumococcal,States,California,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",74.6,769
Pneumococcal,States,Colorado,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.5,177
Pneumococcal,States,Connecticut,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",70.1,77
Pneumococcal,States,Delaware,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.8,18
Pneumococcal,States,District of Columbia,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",50,6
Pneumococcal,States,Florida,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",45,318
Pneumococcal,States,Georgia,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",63.3,49
Pneumococcal,States,Hawaii,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.3,23
Pneumococcal,States,Idaho,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.8,141
Pneumococcal,States,Illinois,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",63.4,153
Pneumococcal,States,Indiana,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",77.8,45
Pneumococcal,States,Iowa,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.6,42
Pneumococcal,States,Kansas,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.3,92
Pneumococcal,States,Kentucky,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",78.9,19
Pneumococcal,States,Louisiana,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.7,38
Pneumococcal,States,Maine,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.8,22
Pneumococcal,States,Maryland,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75.3,89
Pneumococcal,States,Massachusetts,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",66.7,45
Pneumococcal,States,Michigan,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",81.4,210
Pneumococcal,States,Minnesota,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",84.2,495
Pneumococcal,States,Mississippi,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",96.6,58
Pneumococcal,States,Missouri,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",82.6,92
Pneumococcal,States,Montana,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",86.3,482
Pneumococcal,States,Nebraska,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",89.7,116
Pneumococcal,States,Nevada,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",73.6,106
Pneumococcal,States,New Hampshire,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",100,6
Pneumococcal,States,New Jersey,2014,Race/Ethnicity ,">=6 months American Indian or Alaska Native, Non-Hispanic",75,92
